tta1,tta2,tta3,tta4,tta5,tta6,tta7,tta8,tta9,tta10,tta11,tta12,tta13,tta14,tta15,tta16,tta17,tta18,tta19,tta20,tta21,tta22,tta23,tta24,tta25,tta26,tta27,tta28,tta29,tta30,tta31
0,0,-3.441,0,0,-2.219,-0.234,0,0,1.519,-3.85,-3.3,0,0,0.6226,0.6185,0,0,-2.096,0,0,0,0,0,0,0,0.487,0,0.7031,0,-1.814
-1.174,0,-4.724,0,0,-2.117,-3.044,0.09356,0,1.234,-0.5008,0,0,0,-5.876,1.598,0,0,-2.533,0,0,0,0,0,0,0,0,0,1.181,0,-0.8703
-1.352,0,-2.835,-0.03005,0,-2.66,-4.243,-10.63,-1.13,2.3,0,0,-1.006,0,-7.604,1.32,0,0,-0.6918,0,0,0,0,0,0,0,0,0,2.066,0,-2.398
0,0,-2.554,0,0,0,-2.081,0.994,0,2.35,0.711,0,0,0,-2.763,1.355,0,0,-1.301,0,0,0,0,0,0,0,0,0,1.84,0,-4.191
0,0,-2.508,0,0,0,-1.535,0,-0.0783,2.413,-4.565,-3.571,0,0,-2.261,1.221,-0.239,0,-1.253,0,0,0,0,0,0,0,0,-4.748,-0.3969,0,-2.112
-1.174,0,-6.226,0,0,0,0,-4.753,0.8003,0.8809,0,-1.394,0,0,0,2.523,0,-0.7923,0,0,0,0,0,0,0,0,0,-9.922,0.9797,-2.331,0
-1.436,0,-2.989,0,-0.7615,0.2604,0,0,0.7694,0.7143,0,-0.9553,-3.074,0,-0.4866,1.515,0,-0.5913,-2.372,-0.35,0,-6.498,0.08804,0.0934,0,0,-0.5035,-4.902,0,0.05815,0
-2.487,0,-0.5634,0,-1.411,0,-1.707,0,0.2188,1.368,0,-3.93,-1.709,0.4268,0.7545,0.09697,0,-0.408,-2.24,0.04004,0,-6.204,-0.5875,-0.6761,-0.7908,-0.2997,-1.422,-3.311,0,0.4799,0
-2.255,0,-2.876,0,-1.847,0,-2.401,-1.87,2.864,0,0,-3.972,0,0,-0.8306,0,0,0.594,-2.033,-1.39,0,-1.41,-1.956,-0.6431,-3.267,0,0,-1.688,0,1.149,0
-4.35,0,-1.682,0,-1.531,0,-3.007,-2.146,0,0,0,-2.626,0,-2.062,-1.613,0,0.1051,1.054,-1.43,-1.029,0,0,-1.725,-2.024,0,0,0,-5.212,0,1.164,0
-2.052,1.007,-3.202,0,-3.959,-2.386,-0.614,-0.07197,0.257,0,-1.356,0,0,-2.57,0,0,0,1.324,-2.446,-1.548,0.9145,0,0,-1.49,0,-0.6369,0.896,0,0,0,0
-1.027,1.147,-2.864,0,-0.3953,0,-1.184,-5.802,1.353,0,0,-5.539,0,0,0,0.02331,0,0,-1.982,-1.214,0,0,0,-2.824,0,0,0,0,0,0,-3.763
-2.478,-1.268,-4.175,0,0,0,0,-4.931,0,0,-1.179,0,0,0,0,0,0,0,-0.4092,-1.359,0,0,-0.2287,-1.13,-2.242,0,0,0,0,0,-4.283
-5.474,0.4469,-5.34,0,-1.552,0,0,-5.111,0,-0.5044,-2.339,-1.412,0,0,-2.875,0,0,0,-3.279,-1.195,0,0,0.95,-1.62,-2.677,0,-2.816,0,0,0,-2.649
0,0.8918,-7.649,0,-1.652,0,0,-1.086,0,0,0,-1.712,0,-0.2437,-0.8357,0,0,0,-3.32,0,0,0,0.974,0,-0.2406,0,-1.766,0,0,0,-0.844
0,0,0,0,-4.686,0,0,-3.595,0,0,0,-1.909,0,1.56,-1.817,0,0,0,-0.9921,0,-1.706,0,1.506,0,0,0,-2.395,0,0,0,-1.782
-0.2611,0,0,0,-6.359,0,0,-0.0786,0,0,-4.419,-1.906,0,1.319,-2.562,0,0,0,-2.94,0,-0.3898,0,1.29,0,0,0,-0.2862,0,0,0,-0.715
-2.388,0,0,0,-3.541,0,0,-7.108,0,0,-7.461,-6.179,0,0,-2.305,0,0,0,-3.566,0,0.08448,-1.705,1.606,-2.103,-1.447,-0.5178,0,0,0,0,-2.388
-5.914,0,0,0,0,-0.9586,-5.723,0,-0.7636,0,-2.53,-1.965,0,0,-1.815,0,0.299,0,-2.226,0.656,-2.123,-4.128,1.747,-1.431,-0.6721,0,-1.326,-0.7027,0,0,-6.932
-2.088,0,0.05471,0,-3.612,0,-2.431,0,0,0,0,-4.439,0,0,0,0,0,0,-2.074,-0.04023,-1.432,0,1.571,0,-0.8341,0,0,-4.306,0,0,0
-2.276,0,0.4521,0,0,-1.886,0.3539,0,0,0,-0.9972,-1.427,0,0,0,0,0,0,-1.895,0,-1.822,0,0,0,-0.6527,0,0.1812,-6.723,0,0,0
-1.844,0,-3.492,0.3766,0.3491,0,0,-3.148,0,0,-3.234,-4.291,0,-0.3731,0,0,0.1127,0,-1.34,0,-1.602,-0.1536,0,0,0,0,-0.1423,-4.736,0,0,0
-1.47,0,0,0.3783,-3.708,0,0,-4.588,0,0,-3.438,-6.82,-2,0,-4.497,0,0,0,-0.8651,0,-3.489,0,0.01753,-2.236,0,0,-2.827,-4.124,0,0,0
0,0,0,0.2835,-3.452,0,0,-0.1887,0,0.9315,-3.258,-4.228,-2.059,2.749,0,0,0,0,-2.234,0,-4.618,0,0,-1.324,0,0,-1.002,-1.746,0,0,0
0,0,0,0.7419,0,0,-3.586,0,0,-0.5337,-1.75,-4.929,-2.618,3.335,0,0,0,0,-0.9563,0,-2.873,0,0,-2.667,0,0,-1.107,-1.445,0,0,0
0,0,0,-0.07101,0.01913,0,0,-2.604,0,1.509,0.574,-3.538,0,0,0,0,1.127,0,-1.898,0.2805,-5.162,0,0,-3.658,0,0,0,-3.295,0,0,0
-3.159,0,0,-0.2001,0,0,-0.5732,-3.452,0,1.12,-2.127,0,0,0,0,0,0.5189,0,-0.5111,0,-3.596,0,0,-1.159,0,0,0,-6.353,0,2.142,-3.085
-0.6766,0,-1.345,0.009724,0,0,-2.811,0.09647,0,1.248,0,0.7837,0,0,-2.62,0,0,0,-2.843,0,-1.978,0,0,-0.7395,0,0,0,-2.754,0,0.4908,-1.776
-2.893,0,-1.448,0.6215,0,0,-4.905,0,0,1.315,0,-0.8055,0,0,-3.257,0,1.323,0,-2.212,1.044,-5.663,0,0,-1.727,0,0,0,-6.988,0,0,1.573
-0.5811,0,-3.16,0,0,-0.7107,-1.537,-4.595,0,0,0,-2.682,0,0,-4.324,0,1.964,0,-1.736,0,0,0,0,-0.9074,1.495,0,0,-1.226,0,0,-4.87
-4.802,0,-4.566,0,0,-0.1678,-1.397,0,0,0,-8.393,-2.01,0,0,0,0,0,0,-1.055,-1.122,0,0,0,-2.073,0.07833,0,0,-1.826,1.552,0,-2.95
-3.825,0,-2.413,0,0,0.5946,0.3011,0,0,0,-4.113,-4.336,0,0,0,0,0,0,-0.8024,0,0,-3.546,0,-1.248,-0.6228,0,-0.1701,-2.513,3.255,0,-1.813
-5.897,0,-3.666,0,-3.642,-4.108,0,0,0,0,-4.708,-5.579,0,0,2.881,-0.2557,0,0,-1.752,0,0,-5.264,0,0,0.5033,0,-2.334,-4.672,3.231,0,-4.461
0,0,-1.662,0,-3.509,-3.907,0,0,0.7787,0,-2.832,-4.433,0,-2.343,-1.693,-2.222,0,0,-0.8002,0,-3.535,-4.125,0,0,-0.9434,0,0,-4.995,0,0,-3.64
-0.6469,0,-4.787,0,0,-4.285,0,0,0,0,0,-4.555,0,2.478,-5.396,0.3412,0,0,-0.7395,-2.374,-1.93,-3.355,0,0,-1.38,0,0,-4.13,-0.3508,0,-5.67
-4.924,0,-4.973,0,0,-1.552,0,0,0,0,0,-3.528,0,0.7399,0,0.3416,0,0,-1.761,-2.744,0,-4.627,0,0,-1.917,0,0,-4.291,0,-3.009,0
-2.573,0,-1.693,0,0,-2.811,-0.3849,0,0,0,0.7528,-5.619,0,-0.1746,0,0.2242,0,0,-0.5109,-0.1507,0,-0.04255,0,0,-1.593,0,0,-4.505,0,-1.091,0
0,0,-0.655,0,0,-6.426,-5.486,0,0.2999,0,0,-2.842,0,0.318,-1.447,-0.3027,0,0,-0.8235,0.7894,0,-2.697,-0.9264,0,-1.315,0,0,-6.348,0,0,0
0,0,-1.318,0,-0.409,-3.653,-3.037,0,0,0,0,-4.604,0,1.45,0,1.491,-0.09366,0,-0.8728,0,0,-6.793,0,0,0,0,0,-2.824,0,0,0
0,0,0,0,-3.661,-2.121,-3.729,-3.602,0.4634,0,1.853,-2.77,0,2.717,-5.567,0.8273,0,0,-2.358,0,0,-4.669,0,0,-1.078,0,0,-3.882,0,-1.62,0
0,0,0,0.5807,-2.661,-1.37,-5.498,-4.957,-1.005,0,0,-3.423,-0.06471,2.215,-4.661,1.727,-0.9159,0,-1.442,-2.257,-2.92,0.9476,0,0,0.3557,0,0,-2.95,0.5277,0,0
0,0,-6.14,-0.3357,-4.336,0,-2.791,0,-0.7766,0,-1.388,-3.804,0.3412,0.6635,0,3.197,1.5,0,-1.262,-1.068,-0.9752,0,0,0,0,0,0,-2.797,1.244,0,-0.6861
0,0,-4.165,-0.2887,-1.179,0,-4.1,0,0,0,-1.94,-2.96,0,0,0,2.439,0,-0.172,-3.159,-0.3569,0,-1.551,0,0,0,0,0,-2.048,1.526,1.147,-4.414
0,0,-3.72,0,-1.503,0,0,-3.371,0,0,-2.498,-0.5206,0,0,0,1.761,0,-0.5211,-2.021,-0.7348,0,-1.294,0,0,0,0.06907,0,-1.494,0,0,-4.49
0,0,0,0,0,0,0,-0.6422,0,0,0,0,0,1.58,0,-0.1936,0,1.478,-0.6498,0.1453,0,0,0,0,0,0.2776,0,-1.732,0,0,0.3187
0,0,0,0,-1.099,0,0,-3.613,-0.2825,0,-0.9575,-2.071,0,0,0.4991,0.8498,0,1.232,-1.832,0.8535,0,0,0,-0.2789,0,0,-0.201,-4.933,0,0.02224,-6.514
0,0,0,0,-1.5,0,0,0,0,0,0,-1.53,0,0,0,0.4672,0,1.504,-1.859,0,-0.1099,-2.781,0,-1.479,0,0,0,-6.387,0,0,-5.797
-4.666,0,0.1769,0,-0.4865,0,0,0,0,0,0,-3.088,0,0.4847,0,0.8726,0,0.4639,-1.457,0,-0.02668,-2.433,0,0.3576,0,0,0,-1.338,0,0,-3.927
-2.173,0,0,0,0,0,0,1.464,0.8342,0,0,-2.765,0,0,-0.06949,0,0,0.1739,-1.571,0,-4.734,-2.957,0,0,0,-3.228,0,-7.694,0,-1.091,-1.772
0,-0.7967,-0.9275,0,0,0,-2.903,0,0.8349,0,0,-1.254,-1.82,0,-1.272,0,0,0,-1.708,0,0,-1.692,0,0,0,0,0,-2.279,0,0,-0.4723
0,0,-6.458,0,0,0,-3.83,0,2.13,0,-0.9594,-5.675,-0.9318,0,-0.6887,0,0,0,-0.2246,0,-5.366,-1.893,0,0,0,0,0,-5.615,0,0,0
-2.39,0,-2.485,-0.1879,0,-5.173,-1.64,0,1.683,0,-0.9478,-4.442,-1.546,0,-0.6584,0,0,0,-1.638,0,0,-0.6946,0,0,0,0,0,-3.202,0.05347,0,0
-4.618,-0.9831,-4.495,0.2595,-2.092,0,0,-1.335,0.1298,0,-3.413,-6.61,-0.6279,-0.8624,-3.466,0,0.1608,0,-1.989,0,0,0,0,0,0,0,-1.732,-4.255,0,0,0
-4.447,-0.7771,0,0,0,0,0,-3.566,0,0,-7.29,-2.002,-0.09083,-0.03899,-2.54,0,0,-0.07027,0,0,0,0,0,0,0,0,0,-4.631,0,0,0
-2.051,0,-7.422,0,0,0.86,0,-5.649,0,0,0,-2.217,0,-3.991,-0.7641,0,0,0,0,0,2.32,0,0,0,0,-1.185,-3.608,-3.008,0,0,0.4153
-3.523,0.5001,-4.508,0,0,-1.95,0,-1.855,0,0,0,-1.588,0,0,-1.158,0,0,0,0,0,-1.472,-5.51,0.2854,0,0,0,-1.004,-2.205,0,0,-1.861
-3.438,0.99,-1.039,0,0,-0.9318,0,-0.5708,0,0,0,-8.411,0,0,-5.447,0,0,0,0,0,-2.263,-4.233,1.23,0,0,0,0,-3.348,0,0,-6.136
-0.9232,0,-5.56,0,-9.554,1.125,0,0,1.837,0,-4.897,-4.08,0,-0.4924,0.1379,0,0,0,0,0,-2.445,-6.777,0,0,0,0,0,-2.298,0,-1.53,-6.281
-1.898,0.3102,-1.214,0.6108,-6.413,-1.824,0,0,0.4389,0,-2.938,-5.386,0,-0.5076,-1.501,0.4188,0,0,-3.155,0,-3.162,0,0,0,0,0,0,-2.605,0.3496,0,0
-1.492,0.6849,-6.457,0.8993,-3.417,-2.625,0,0,-1.548,0,-2.258,-2.651,0,0,0.5065,0,0,0,-1.965,0,-3.525,0,0,0,-1.463,0,0,-4.684,0.6972,0,0
0,0.4258,-6.006,0.7457,-1.522,0,-0.9192,0,0,0,-2.592,-3.571,0,0,-4.47,-0.5359,0,0,-0.6702,0,-1.154,0,0.2118,0,0,0,0,-3.864,0.9144,0,0
0,0,-2.886,0,-2.209,0,-3.705,-8.66,0,0,-4.21,-1.869,0,0,-3.53,0,0,0,-0.1612,0,0,0,0,0,0,1.65,0,-2.169,0,0.1669,0
0,0,-0.4978,0,-0.417,0.4482,0.1894,-2.22,-0.2129,0,-1.979,-1.434,0,0,0.4043,0,0,0,-2.933,0,0,-0.188,0,0,0,0,-0.1355,-4.207,0,1.444,0
0,0,-4.899,0,-2.651,0.776,0,-4.174,0,0,-0.9513,-2.972,0,-1.838,-5.473,0,0,0,-1.349,0,0,-3.248,0,0,0,0,0.1956,-4.861,0,2.628,0
0,0,-4.689,0,-2.08,0,0,-6.342,0,0,-2.453,-3.475,0,0,-5.233,0,0,0,0,0,0,-0.4626,0,0,0,-0.2977,0,-3.574,0,0.5716,0
0,0,-1.682,0,0,0,0,-2.294,0,0,-1.843,-8.535,-1.18,0.6388,-10.4,0,0,-0.985,-0.2556,0,0,0,-0.6325,0,0,-1.113,0,-2.553,0,0.1612,0.4391
0,0,0,0,-0.1819,0,0,-2.6,-2.127,0,-1.629,-1.066,-1.319,2.2,0,0,0,-1.03,-0.9788,0,0,0,-1.467,0,0.7522,0,0,-5.512,0,-0.5873,-1.888
-4.042,0,0,0,0.2953,0,0,-1.214,1.505,0,-4.46,0.7323,0,0,0.1033,0,0,0,-1.881,0,-1.824,-2.882,0,0,-0.002034,0,0,-2.555,0,-0.4911,-1.961
-0.6584,0,0,0,1.14,0,-2.507,-2.341,4.067,0,0,-3.916,0,0,0,1.291,0,0,-1.924,-1.648,-2.816,-3.111,-0.3562,0,0,0,0,-1.202,0.5821,-1.476,0
-5.435,0,0,0,3.414,-3.811,0,-3.654,3.422,0,0,-2.588,0,0,0,0,0.07864,0,-2.214,-1.479,-2.136,0,0.1491,0,0,0,0,-2.495,0.4174,0,0
-1.369,0,0,0,0,-3.06,-0.2183,0,1.654,2.073,0,-2.326,0,0,-2.433,0,-1.6,0,-1.783,-0.6087,-3.904,0,-2.582,-3.122,0,2.067,0,-3.742,-0.6776,0.8304,-1.972
-2.538,0,-1.757,0,0,0,-3.208,-3.505,0,0.7533,0,-3.196,0,0.2497,-3.009,0,0,-0.1549,-2.106,-0.8875,-0.65,-1.54,-0.3671,-2.096,0,0,0,-2.83,0,-1.799,-3.759
-3.326,0,0,0,0,0,-1.42,0,0,1.266,0,-2.227,0,2.38,-2.77,0,-0.6863,-0.7752,-1.483,0,0,0,-0.2876,-0.6216,-0.888,0,0,-3.155,0,0.5849,-5.571
0,0,0,0,0,0,-4.445,0,0,1.518,0,-4.352,0,2.654,-2.28,0,-0.9393,-0.7838,-1.078,0,0,-2.015,0,-1.634,0.127,0,0,-3.075,0,1.07,-2.458
0,0,-0.6512,0,0,0,0,0,0,1.556,0,-4.669,0,0.2778,-3.668,0,0,0,-1.434,-0.5339,-1.323,0,0,-3.727,0,0,0,-4.661,0,0,-4.726
0,-0.6127,-0.6224,0.5967,0,0,-0.1198,-1.085,0,2.966,-2.91,-2.162,0,0,-3.02,0,0,0,-1.347,0,-2.023,0,0,-2.625,0,0,-1.088,0.2147,0,0,-2.542
0,-0.3556,-1.528,0.3736,0,0,-6.213,-2.604,0.2427,2.265,-4.85,-0.812,0,0,-4.133,0,0,0,-1.556,0,-1.319,0.5375,0,0.2024,0,-0.7235,0,-3.94,0,0,-1.965
-2.385,0.5114,-1.485,0.03196,-6.426,0,0.3555,-1.424,0.4522,3.968,0,-5.129,0,0,-1.399,0,-1.664,0,-2.139,0,0,-4.645,1.213,0,0,-0.2017,-0.9542,-7.336,0,0,-2.195
-1.514,0,0,0.1305,-1.283,-2.827,0,-1.482,0.4254,2.808,0,-4.06,0,0,-0.614,0,0,0,-1.011,0,0,-1.702,0,-0.02286,0,0,-0.2646,-6.636,0.2931,0,-1.003
-0.84,0,-1.49,0.05433,0,-3.114,0,0,-0.427,1.348,-2.101,0.1941,0,0,-3.972,0,2.649,0,-0.574,0,0,-1.615,0,0,0,0,-0.0979,-0.6228,0,0,0
-2.874,0,-0.7757,0,0,-2.431,0,0,0,0.7552,-4.983,-5.345,0,-1.428,-2.608,0,0,0,0,0,0,-1.425,0,0,0,0,0,-3.532,0,0,0
-6.316,0,0,0,0,-0.2447,0,0,0,0.7092,-3.118,-1.758,0,1.113,-3.325,0,0,0,0,0,0,-4.663,-1.806,0.3375,0,0,0,-2.638,0,0.3586,0
-6.579,0,-5.954,0,0,-2.987,0,0,0,0.02625,-2.797,-3.68,0,0,-3.724,0,0.09587,-0.758,0,0,0,0.8276,0,0.07895,-0.6998,0,0,-1.888,0,0,0
-3.404,0,-2.706,0,0,-2.891,-0.8396,0,0,0.8758,-1.839,-4.802,0,0,-1.855,0,1.174,-0.2236,-3.057,0,2.158,-2.146,0,-0.3582,0,0,0,-2.041,0,0,0
-1.427,0,-1.875,0,0,-3.313,-2.802,-4.788,0,1.555,-2.073,-2.342,0.1916,-1.375,-2.573,0,1.56,0,-2.112,0,0,0.8939,0,-0.7293,-2.518,0,0,-2.705,0.3432,0,-2.088
-1.279,0,-2.21,0,0,-4.022,0,-0.739,0,2.864,-1.995,-6.23,0.08967,-0.5906,-4.176,0.022,0,0,-1.872,0,0,-4.379,0,-0.8795,0,0,-3.711,-2.332,0.7424,0,-6.713
-3.091,0,0.316,0.8289,0,-0.6939,0,0,-1.575,2.178,0.5358,-2.35,0,-0.5302,0,0.5169,0,-0.6757,-1.326,-0.8274,-0.21,-3.071,0,-2.605,0,0,-2.77,-4.128,1.541,0,0.1745
-5.942,0,-2.951,0.4458,0,-1.617,-2.416,0,-1.423,1.122,0,-0.7807,-3.869,0.7561,0,0.8834,0,0,-2.102,-1.167,-6.07,-3.514,0,-1.996,-0.09919,0,-2.094,-4.969,1.36,0,-2.955
0,0,-1.664,0.4451,0,-4.584,-1.482,-1.649,0.3055,0,0,-8.07,-0.6353,-0.1738,-3.689,1.443,0,0,-2.014,0,-1.095,-3.786,0,0,0,0,0.9227,-5.979,1.117,0,0
0,0,0,1.175,0,0,0,-5.457,2.927,0,0,-5.92,0,0,-2.005,1.228,0,0,-2.203,0,0,0.8226,0.008466,0,0,0,1.022,-2.843,1.02,0,0
0,0,0,0.8335,-4.41,0,0,-1.537,2.936,0,0,-3.733,-1.205,-1.294,-1.87,0.4482,0,0.5229,-1.827,0,0,-0.4456,0,0,0,0,0,-2.825,0,0,0
0,0,0,0,0,0,-0.3457,-2.799,1.562,0,-4.982,-6.173,-1.484,-1.158,0,0,0,0,-1.6,0,0,-1.642,-3.194,0,0,0,0,0,0,-2.278,0
0,0,0,-0.1009,0,-3.223,-2.287,-2.74,1.034,0,-3.81,-5.886,-0.2175,0,-6.265,0,0,0,-2.687,0,0,-1.804,-0.9229,0,0,0,0,-2.071,0,0,-1.707
0,0,0,0.3665,0,-0.3328,-2.262,0.5203,0,0,-2.881,-5.789,0,0,-3.543,0,0,0,-2.788,-1.875,-2.385,-1.516,-0.8514,0,0,0,0,-2.786,0,-0.9209,-2.241
-1.07,0,-1.468,0.2737,-0.5159,0,-4.352,-0.4252,-0.3806,-1.165,-0.5557,-1.927,0,0,0,1.412,0,0,-3.151,0,0.3753,-1.777,-0.3711,0,-0.5234,0,0,-3.259,0,0.3747,-1.229
-0.8051,0,-5.124,0,0,0,-4.165,0,0.2951,0,0,-3.039,1.013,0,0,1.19,0.3643,0,-1.483,0,0,-6.582,0,0,-2.318,0,-1.457,-0.6505,0,1.372,0
0,0,0,0,-2.874,0,-4.325,0,0.7393,0,0,-4.291,1.125,0,0,2.154,0,0,-1.966,0,0,-1.636,0,-0.6513,-0.9472,0,0,-3.866,0,0.8575,-2.341
-0.8903,0,0,0,0,-5.15,-3.862,-0.898,2.283,0,0,-1.976,-0.9393,0,0.3001,2.225,0,0,-1.687,0,0.1278,-1.738,0,-1.833,-0.3093,0,0,-4.812,0,1.259,0
-2.968,0,0,0,0,0,-1.068,-3.146,1.165,0,0,-0.4879,0,0,-2.32,0.639,0,0,-0.6839,0,0,0,0,-1.219,0,0,0,-3.369,0,0,0
-2.176,0,-0.7586,0,0,0,-3.939,-4.464,2.564,0,0,-2.924,0,0,-3.074,-0.9141,0,0,-0.8201,0,0,0,0,0,0,0,0,-4.966,0,0,0
-7.14,0,-1.988,0,0,0,-0.8923,-2.433,1.99,0,0,-4.356,0,0,-4.748,-0.7855,0,0,-1.729,0,0,0,0,0,0,0,0.08558,-3.677,0,0,0
0,0,-2.15,0,0,0,0.1159,-4.782,0,0,0,-6.572,0,0,-4.946,0.1093,0,0,-2.151,0,0,0,0,0,0,0,-0.8375,-1.194,0,0,0
-6.064,0,-4.949,0,0,0,0,-2.75,0,0,0.4165,-5.273,-1.471,0,-0.8486,0,1.506,0,-1.843,0,0,0,0,0,0,-0.8563,0,-3.469,0,-1.612,-4.633
-5.783,0,-5.907,0,0,0,0,-0.3697,0,0,0,-3.219,-2.985,0,-2.09,0,0,0,-2.08,0,0,0,0,0,0,0.583,0,-5.279,0,0,-2.949
0,0,-3.05,0,0,0.01947,0,0,0,0,0,-4.931,-0.9135,0,0,0,0,0,-1.26,0,0,0,0,0,0,0,0.04582,-1.411,1.581,0,-7.774
0,-0.7602,-2.183,0,0,-1.898,0,0,0,0,-2.981,-2.714,-1.618,0,0,0.8625,0,0,-2.871,0,-5.095,-1.009,0,0,0,0,0,0,2.651,-0.8501,0
0,0.05063,-6.282,0,0,-4.565,-2.579,0,0,0,-3.547,0,-3.009,0,-3.608,0.7184,0,0,-1.393,0,0,-3.307,1.525,0,0,0,0,-0.2048,1.232,0.6364,0
0,0.06056,-4.338,0,-0.1211,-1.744,-2.657,0,0,0,-2.034,0,-3.164,0,0,1.763,0,0,-3.475,0,0,0,3.191,0,0,0,-0.7951,-0.6957,2.397,0,0.5954
0,0,-0.4188,0,-0.8842,-2.127,-3.695,0,0.7367,0,-2.997,0,-4.659,0,0,0,0,0,-2.448,0,0.2017,0,2.148,0,0,0,-1.166,0,3.399,0,-4.129
0,0,0,0,-2.906,-3.502,0,0,0,0,-1.719,0,-2.455,0,-0.4404,0,0,-0.1546,-1.019,0,-2.289,0,4.083,-3.521,0,0,-3.078,-1.119,0,0,-6.033
0,0,0,0,0,0,0,0,0,-0.3421,-3.259,0,-2.226,0,0,0,0,0.6666,-0.7469,0,1.124,0,2.665,-1.178,0,0,0,-2.85,0,0.9901,-4.64
0,0,-1.729,0,-2.69,0,0,-3.475,-1.705,-0.6478,-3.696,0.4604,-0.9214,-0.04342,0,-0.01434,0,0,-2.323,0,-4.572,0,2.294,-1.785,0,0.4072,-1.163,-2.588,0,0,-3.626
-0.4483,0,-2.529,0,-1.734,0,-2.542,-3.806,-3.136,0,-3.937,-1.289,-0.8795,-0.4137,-5.201,0,0,0,-0.7928,0,-4.112,0,0.7067,-1.065,0,0,1.175,-6.087,0,-0.9342,0
-1.352,0,-3.431,0.4268,-6.738,0,-1.587,-2.5,0,0,-5.088,-5.054,0.3022,-0.2793,-4.635,0,-2.878,0,-2.373,0.4641,0,0,-1.12,-1.163,0,0,0,-1.539,0,0.5249,0
-1.296,0,-2.343,0.5569,-6.957,0,0,-1.444,-0.992,0,1.236,0,-0.6628,0.6947,-2.031,0,0,0,-1.742,-0.4482,0,0,-5.339,-3.848,0,0,0,-1.129,0,0,-1.635
-0.3293,0,-3.087,0.4543,0,0,0,-4.377,-2.449,0,-0.6215,-1.479,0.1998,2.385,-5.776,0,0,0,0,0,0,0,-0.7925,-2.981,-1.307,0,0,-6.36,0,0,-2.75
-2.741,0.3804,-7.17,0.5118,0,0,0,-3.734,-1.224,0,-0.8879,-1.536,-0.865,0,-3.656,0,0,0,0,0,-6.998,0,-0.6998,0,0.3473,0,0,-2.987,1.518,0,-2.804
0,0,-4.527,0.4934,0,0,0.4907,-1.159,-2.24,0,-1.888,-4.923,0,0,0,0,0,0,0,0,-4.526,0,-1.225,0,0.665,0,0,-1.164,1.571,0,-6.099
1.244,0,-6.653,0,0.7335,0,-7.286,-4.734,0,0,-4.375,-0.3209,0,0,0,0,0,0,0,0,0,-0.279,0,0,0,0,-2.397,-0.5132,0.9475,0,-4.385
0,0,-5.444,0,0,0,-1.814,-1.733,0,0,-3.784,0,0,0,0,0,-0.1506,0.1646,0,0,-1.425,0,0.1348,0,-0.7239,0,-1.143,-1.59,1.504,0,-5.133
-5.094,0,-3.31,0,0,0,-0.9126,-2.237,0,0,-0.4966,0,0,0,0,0,0,0.121,0,-1.083,-2.333,-5.734,-1.623,0,0,-1.787,0,-6.602,0,0,-4.616
-0.3751,0,-1.914,0,-2.843,0,-0.1417,-1.419,0,0,0,0,0,0,0,0,0,0,0,-0.9377,0,0,0,0,0,1.216,0,-3.987,0,0,-0.7926
-5.389,0,0.7637,0,-1.505,0,0.6173,-2.402,1.983,0,-2.055,0,0,0,0,0,-0.9405,0,0,-1.148,0,-0.5651,0,-1.288,-0.4838,0,0,-1.134,0,0,-3.313
-5.128,0,-1.675,0.09199,-5.062,0.8221,0,-2.618,2.565,0,-3.719,0,0,-1.168,0,0.5751,0,0,0,0,-3.344,-1.451,-1.34,0,0,0,0,-3.043,0,0,0
-3.568,0,-0.283,0.105,-3.126,-3.361,0,-4.411,2.304,0,-4.792,0,-1.927,0,-1.273,0,-0.4458,0,0,0,0,0,0,0,1.342,0,0,-4.463,0,0,-1.02
0.02838,0,0,1.052,-1.512,-0.4753,-6.653,-3.363,1.893,0,-2.91,0,0,-0.7239,-5.169,0,0.3178,0,0,0,-4.033,0,0,0,0.6513,0,0,-6.74,0,-3.288,-5.458
-1.426,0,-2.627,0.03263,-3.173,0,-0.7915,-4.407,1.503,0,0.47,0,0,1.116,0,0,0.3584,0,0,0,-3.28,0,0,0,-0.6615,0,0.546,-3.077,0,-3.632,-2.481
-5.402,0,0,0.3794,-3.096,0,-1.801,-0.4809,0,0,-2.971,-3.148,0,0,-2.63,0,-1.029,1.382,0,-1.231,-2.083,0,0,0,-1.764,1.041,0,-1.569,0,0,-2.223
-1.634,0,0,0.9158,-1.168,0,0,0.4091,0,0,-4.809,-2.726,0,0,1.79,0,-0.9262,0,0,0,-6.192,0,0,0,-1.601,-0.4226,0,-2.438,0,-1.243,-1.079
-1.545,0,0,0,-0.869,-0.6436,0,-2.412,0,0,-3.41,-2.005,-2.597,0,-0.8668,0,0,0,0,0.729,-1.519,-0.1093,0.7019,0,0,0,-2.21,-3.099,0,0,-3.811
0,0,-0.2192,0,-2.576,0,0,-2.19,0,0,-3.016,0,0.1832,-1.597,-5.192,0,-0.7468,0,0,0,-6.413,-2.724,1.568,-1.426,-1.686,-1.437,-0.3557,-2.033,-0.4281,0.3359,0
0,0,-2.47,0,-1.901,0,0,0,0.7296,2.089,-10.11,-0.9581,0,-2.884,-0.6926,0,0,0,0,0,-0.5626,-5.01,1.587,-0.4219,1.866,-1.419,0,-4.565,0,0.8668,0
