beta0,beta1,y_p
220.3,-3.311,158.8
221.4,-4.133,94.56
221.7,-3.491,128.8
218.3,-3.225,218.3
217.5,-3.013,172.2
222.9,-2.547,164.4
221.8,-3.37,145.2
213.7,-3.165,173.4
223.1,-4.212,142.7
219.1,-2.742,205.8
214.9,-3.665,102.9
221.5,-2.506,194.2
223.2,-2.39,163.7
221.3,-2.782,150
221.1,-3.368,209
215.5,-3.361,189.6
223.3,-3.199,139.7
221.2,-3.776,140.3
230.3,-2.788,151.4
224.5,-3.599,181.7
224.5,-2.663,139.8
217.6,-2.326,151
227.8,-3.029,201.2
219,-2.982,144
220.3,-3.365,202.9
215.5,-2.956,169.5
225.4,-3.897,149.7
218.9,-2.47,131.1
228.3,-4.541,160.2
211.1,-3.586,157.5
229.7,-4.306,109.7
210.8,-2.257,162.3
223.5,-3.197,206.6
225.4,-3.144,158.9
211.6,-3.153,126.4
203.5,-3.391,157
223.9,-3.416,148.7
220.7,-2.818,73.51
219.7,-2.258,195.7
217.5,-2.701,148.1
227,-3.47,149.1
218.3,-3.363,150.7
227.2,-3.854,124.2
241.4,-2.939,219.9
216.8,-3.181,239.3
228.5,-4.052,173.7
219.2,-3.527,151.9
224,-3.088,141.6
223.4,-4.346,144.6
228.9,-2.376,167.9
222.8,-2.509,182.9
221.8,-2.589,160.5
227.2,-3.719,163
222.8,-2.837,170.7
217.5,-3.28,97.47
209.5,-2.563,150.8
228.9,-3.99,155.4
222.5,-3.426,154.5
219.9,-3.226,297.5
217,-2.849,186.1
213.4,-2.354,150.1
221.9,-3.669,167.4
220.4,-2.819,107.5
221.9,-3.766,181.1
220.6,-3.357,183.6
216.2,-3.298,190.9
220.9,-3.34,147.5
220.4,-2.861,169.4
227.7,-3.603,174
218.3,-3.06,128.8
221.7,-2.99,229.6
230.1,-4.066,144.6
222.9,-2.854,144.8
223.9,-3.29,189.8
224.7,-2.988,156.5
216.2,-3.285,176.1
218,-4.261,166.3
232.5,-2.36,216.9
224.1,-3.771,96.51
220,-3.172,176.9
222.7,-3.976,160.2
225.1,-3.064,127.4
224.8,-2.205,157.2
218.2,-2.858,132.3
223.3,-3.165,168.6
220.7,-3.132,166
223.9,-3.751,153.8
217.8,-3.653,144.7
230.8,-3.668,182.8
222.9,-2.856,136.1
214.9,-3.467,124.4
221,-2.552,162.8
219.6,-2.783,148.9
225.2,-2.692,150.7
214.3,-3.917,105.7
231.8,-3.927,172.5
219.8,-3.701,139.3
216.4,-2.895,154.7
238.3,-3.617,185.6
221.7,-3.438,165.9
221.5,-3.772,170.5
215,-3.212,159.7
214,-3.81,72.92
214.4,-2.71,110
227.7,-3.546,243.4
209.2,-3.077,129.3
214.8,-3.893,170.3
217.2,-3.527,197.4
226.2,-2.628,187.8
227.7,-3.357,140.4
228.5,-3.493,134.6
220,-4.259,161.9
224.8,-3.346,195.7
226.2,-3.084,166.6
223.2,-2.916,137.3
227,-3.197,154.3
227.4,-3.379,180.8
221.2,-3.104,131.8
223.7,-3.481,207.4
218.4,-2.936,202.6
224.4,-3.189,131.3
215.6,-4.085,168.1
218.3,-3.746,118.6
219.5,-2.985,162.7
229,-3.054,176
220.2,-3.583,182.2
221.6,-4.103,186.6
216.3,-2.358,186.1
216.2,-2.341,177.1
223.2,-3.147,119.3
228.8,-3.527,123.8
227.1,-2.201,149.7
219.9,-3.027,142.5
224.7,-3.4,112
224.2,-4.252,116.9
226.4,-3.461,162.3
227,-2.898,181
228.3,-3.532,96.37
221.3,-4.267,110.1
235.3,-3.466,145.2
222.7,-3.457,113.7
227.8,-4.13,178.2
219.1,-3.035,144.2
216.8,-3.642,170.7
224,-3.876,98.09
221.7,-3.006,127.4
219.9,-2.725,163.1
217.7,-3.432,155.7
209.9,-2.179,195.2
225.2,-4.033,175.8
223.2,-4.247,148.7
228.6,-3.742,191.4
217.4,-3.508,136.2
222.4,-3.809,174.7
223.2,-3.66,120.4
219.3,-2.461,206.3
218.4,-2.797,170.8
228.5,-3.117,225.9
224.1,-3.061,221.7
217.6,-3.433,149.6
215.5,-2.547,165.5
225,-3.892,156.5
217.8,-2.597,151.1
225.9,-3.768,147.3
215.9,-2.952,175.2
224.5,-3.372,165
219.8,-3.772,136.7
222.7,-3.635,152.4
222.5,-3.869,143.8
215.7,-2.841,111.3
217.4,-3.751,210.6
228.5,-3.353,114.4
222.3,-3.256,109.6
218.4,-3.28,158.3
225.7,-3.241,152.7
220.4,-2.395,176.6
217.3,-3.78,109.1
217.1,-4.147,127.4
218.9,-4.087,134.9
218.9,-3.63,141.5
222.8,-3.28,149.2
214.6,-3.107,218.6
225.3,-4.676,175.5
223.4,-3.838,127.1
217.3,-2.349,168.9
223.1,-3.384,152.7
224.9,-4.11,189.4
215.8,-3.524,166.7
216.7,-3.715,162.2
232.1,-2.494,183.1
223.5,-3.382,117.1
219.2,-2.592,222.5
215.1,-2.952,88.72
218.8,-3.642,149.8
213.6,-3.292,127.3
212.4,-2.463,175.1
219.9,-2.988,143.1
225.8,-3.677,233.1
224.7,-2.736,174.5
224.6,-3.32,146.3
225.1,-3.103,168.2
226.4,-3.615,192.8
219.7,-2.556,87.68
219.5,-3.86,117
220,-3.651,145.3
216.9,-3.356,168.9
228.4,-3.402,177.8
215.5,-3.305,116.7
218.1,-3.231,172.8
216.8,-3.603,189.8
223.3,-3.008,154.2
222.1,-2.419,195.1
230,-4.034,184
214.3,-3.092,138.1
219,-3.126,111.4
218.5,-2.682,175.8
212,-3.28,153.8
225.1,-3.234,164.5
228.1,-3.461,178.9
220,-3.627,57.6
220.7,-3.425,111.1
212.3,-2.929,194.1
219.7,-3.418,151.3
222.4,-3.177,151.8
227.2,-3.47,134.9
227.9,-3.108,110.1
225.4,-2.621,161.6
226.3,-3.131,157.3
226.1,-3.222,183.4
219.8,-3.071,175.1
222.2,-3.37,128.4
221.3,-3.408,171
223.8,-3.328,137.7
219.4,-3.618,141.2
224.9,-2.828,138.9
230.1,-3.041,133.6
212.9,-3.68,142.4
233.4,-2.8,108.5
217.8,-3.568,130
226.9,-3.642,85.44
218.8,-3.376,151.4
215.1,-3.748,102.5
232.5,-4.237,166.7
223.7,-3.038,180.3
229.5,-2.414,155.2
226.5,-3.915,174.5
221.5,-2.791,155.3
220.9,-3.502,121.7
223.8,-3.012,170.5
224,-3.444,110.9
227.2,-3.305,173.1
222.5,-3.414,157.9
226,-2.619,199.4
221.8,-2.574,160.9
221.3,-3.486,136.8
226.3,-2.898,167.3
218.2,-3.228,166.7
222.4,-3.468,130.2
215.2,-3.139,190.7
216.6,-4.062,156.1
222.5,-3.281,149.9
214,-3.769,90.13
220.1,-3.125,168.7
220.7,-2.597,153.3
229.9,-3.543,141.1
219,-5.158,83.67
225.9,-3.124,124.1
217.9,-2.514,227.7
214.6,-3.385,102.7
217.5,-3.007,156.5
220.3,-3.313,139.3
224.2,-3.285,115.3
217.6,-3.413,135
227.4,-3.262,164.5
224,-3.628,104.1
232.1,-3.465,180.8
227,-3.472,145.5
218.1,-2.956,165.4
221.9,-4.263,138.2
226,-2.36,194.5
220.3,-3.14,204.7
219.3,-2.651,152.6
213.3,-2.492,190
226.5,-3.483,144
218,-3.543,165.1
221.3,-3.631,132.2
221,-3.955,187.2
216.2,-3.806,173.6
217.5,-3.675,163.7
228.7,-3.401,168.8
223.8,-3.382,163.6
224,-4.072,166.1
211.8,-3.683,108.3
213,-3.092,147.8
215.8,-3.475,155
217.8,-2.646,124.3
219.2,-3.142,161.8
216.2,-3.483,153.3
216.8,-3.233,149.5
223.3,-3.577,142.6
226.9,-3.323,162.2
216.9,-2.922,172.1
224.7,-2.692,199
222.3,-3.627,104.9
220.7,-3.328,148.8
221.7,-3.023,192.5
218.1,-3.735,180.9
214.4,-3.25,138.9
220.8,-2.063,219.8
223.9,-3.432,127.8
221,-4.04,150.8
217.3,-2.76,152.3
215.3,-2.569,103.3
216.5,-3.012,166.1
225.5,-2.3,208.1
217.9,-2.575,146.9
222.6,-3.679,171.9
216.7,-3.237,181.6
231.6,-2.665,135.3
223.5,-3.52,112
216.4,-3.167,205.1
226.7,-3.006,168
229.4,-3.557,86.46
221.7,-3.003,213.8
213.9,-3.733,195.2
224.3,-3.095,188.6
224.8,-3.927,195.8
218,-3.887,136.1
228.4,-3.33,137.6
210.5,-3.576,152.3
226.8,-3.25,128
214.2,-4.426,109.4
220.2,-2.775,180
217,-3.575,148.1
212.4,-3.601,172.2
220.3,-4.365,163.7
215.7,-3.461,165.1
213.9,-3.497,126.3
221.8,-3.837,167.3
227.7,-3.126,185.1
212.7,-3.456,168.1
220.5,-3.857,124.1
218,-2.6,149.3
230.1,-2.537,215.3
224.3,-3.197,133.9
221.5,-3.097,168.5
226.2,-3.399,157
218.9,-2.885,181.9
227,-3.393,152.7
214.9,-4.383,165.1
217.5,-3.869,168.2
218.6,-3.285,127.3
215.9,-3.423,173.1
210,-3.478,77.12
218.4,-2.347,170.7
222.7,-2.997,183.1
216,-3.076,123.7
222.9,-3.509,182.3
225.2,-2.185,135.2
219.7,-2.937,186.1
227.5,-2.864,157.7
217.3,-3.595,139.6
222.2,-2.509,230.1
229.8,-4.201,122.4
220.4,-3.235,151.5
218,-2.438,100.4
225.8,-3.213,98.93
232.4,-2.46,148.9
222.6,-3.711,163.9
223.6,-3.493,191.4
216,-2.56,164
230.6,-3.456,154.2
217.2,-3.256,153.7
219.2,-2.35,126
218.6,-3.835,165.4
221.7,-3.557,155
224.5,-3.457,129.3
220.1,-2.976,152.9
220.2,-3.33,130.1
216.2,-3.389,165.7
218.7,-3.118,200.3
221.7,-2.281,203.3
231.4,-3.539,179.3
227.9,-2.844,169.6
223.3,-3.207,144.4
231,-3.434,184.9
220.4,-2.513,178.6
221.9,-2.925,193.4
219,-2.926,178.1
220.5,-3.39,121.2
213.9,-3.348,136.2
219.8,-3.544,183.4
224.3,-3.784,120.6
223.1,-2.988,170.3
225.2,-4.324,84.47
218.6,-3.938,143.5
216.3,-3.017,138.5
216.9,-4.27,70.86
212.2,-3.213,129.4
224.4,-3.113,160.8
215.9,-2.436,204.3
222.9,-2.916,203.9
233.6,-2.978,168
223.9,-3.216,170.4
222.2,-3.683,93.52
223.9,-3.634,168.5
214.7,-1.986,195.9
219.1,-3.639,174.7
226.8,-3.433,243.1
221.5,-3.592,196.6
230.6,-2.697,178.1
214.9,-2.886,156.3
213.5,-4.347,145.6
227.8,-4.049,213
218.2,-3.192,148
219.8,-4.25,163.8
213.6,-3.31,158.3
219.1,-3.571,176.8
220.2,-2.117,180.8
218.4,-3.987,133.5
219.5,-2.76,169.6
217.5,-3.858,142.1
219.3,-3.648,139.8
222.3,-3.869,155.5
222.4,-3.673,154.6
222.6,-3.389,128.9
222.3,-2.513,180.5
214.8,-3.041,142.3
220.3,-3.078,98.04
223.8,-2.855,188.6
232.3,-3.605,191.9
211.1,-2.903,181
221,-2.895,211.7
222.3,-3.522,131.9
217.2,-1.827,224.2
225.2,-3.429,125
220.2,-2.452,162.3
237,-2.811,141.6
219.5,-1.978,176
232.7,-3.188,178.7
232.8,-2.831,188
214.5,-2.642,190.5
217,-2.85,140.3
210.1,-3.444,151.8
217.3,-2.931,153.1
225.7,-3.482,120.7
225.4,-3.215,164.8
222.7,-2.915,219.2
224.8,-2.487,153.2
224.3,-3.583,177.8
229.9,-3.161,175
223.9,-3.528,141.3
224.1,-3.138,148.7
224.4,-3.185,200.7
215.8,-2.972,144.4
219.5,-3.764,116
226.4,-3.05,177.9
221.4,-2.807,193.4
212.6,-3.625,181.1
221.3,-3.609,177
219.2,-3.611,136.8
220.4,-3.187,178
220.6,-3.286,129.7
226.3,-3.137,153.9
218,-3.115,198.7
227.9,-3.544,125.7
232.1,-3.786,211.3
225.9,-2.942,183
223.8,-2.97,164.1
220.6,-2.731,169.1
225.7,-2.823,197.1
221.5,-4.571,161.3
225.5,-4.591,113.5
219.9,-4.449,168.3
228.2,-3.297,170.5
211.9,-3.114,170
225,-3.149,215.9
214,-3.188,144.1
215,-2.961,179.8
222.4,-3.832,118.6
226,-3.369,202.9
218.9,-3.957,125.4
222,-2.938,181.7
225.1,-3.126,209.7
231.3,-2.789,214.1
224.1,-3.392,114.2
226.2,-3.539,127.1
224.4,-3.175,198
220.3,-4.046,157.8
217.1,-3.297,160.8
226.1,-3.67,169.5
217.8,-3.622,117.5
217.5,-2.897,179.7
219.7,-3.446,172.1
227.4,-4.208,110.5
216.8,-3.376,121.6
218.3,-3.127,117.9
219.9,-3.592,147.1
222.3,-3.538,157.4
216.7,-1.658,150.3
207.1,-3.354,217
229.2,-4.157,218.4
221.7,-2.859,195
217.5,-2.875,180.5
213.4,-2.783,168.6
225.6,-3.668,151.7
226.1,-2.624,155.7
226.2,-3.887,134.6
220.9,-3.686,175.2
224.1,-3.501,172.8
227.2,-3.217,173.8
223.9,-4.276,139
221.1,-3.613,221.3
221.5,-3.41,117.7
218.7,-4.112,142.3
221.6,-3.668,130.7
217.5,-3.582,178.9
220.4,-2.374,211
224.5,-3.6,91.06
217.9,-3.069,189.8
221.7,-3.388,110.5
214,-4.066,89.03
223,-2.484,166.9
218.6,-3.875,125.9
222,-2.048,164
219,-2.992,155.7
213.2,-3.261,164.4
221.5,-2.988,160.2
228,-3.463,172.3
226.5,-3.036,227.5
226.6,-3.898,91.72
217.7,-4.151,104.1
221.2,-2.88,184.3
214.2,-3.373,149.1
220.2,-3.216,187.3
217.2,-3.085,137.1
225.8,-3.476,147.2
219.9,-3.247,121.4
221.5,-2.939,146.2
221,-3.623,168.7
216.1,-3.314,175.6
218.2,-2.892,162.9
215.6,-3.806,69.77
227.2,-3.931,68.92
217.1,-3.47,164.8
218.1,-3.267,119.8
222.7,-3.511,222.6
216.3,-3.374,218.9
219.5,-3.162,140.9
217.4,-2.715,187.3
223.3,-3.265,103.5
219.2,-3.188,158.6
221.3,-3.553,147.6
226.9,-4.118,101.1
214.7,-2.561,211.3
220.9,-2.805,162.2
217.6,-3.424,197.5
220.3,-2.976,173.4
228.9,-3.401,226.8
216.2,-3.399,195.9
216.5,-2.986,176.5
227.3,-3.416,179.2
220.3,-2.962,111.3
222.3,-2.582,142.2
221.1,-3.736,135.1
227.9,-3.426,124.4
221.2,-2.992,156.2
217.6,-3.698,124.8
222.9,-3.093,105.7
229.5,-2.403,238
223.3,-2.987,199
223.1,-3.503,134.2
222.2,-4.164,155.3
220,-3.838,128.4
230.9,-3.144,133
223.9,-3.505,167.6
225.2,-3.301,135.3
225.2,-2.355,174.8
217.5,-3.41,167.2
218.9,-2.873,158.8
220.9,-2.373,123.4
224.5,-4.31,203.4
227.1,-3.048,178
217.5,-4.12,98.91
217.7,-3.102,112.8
217.5,-3.541,106.1
222.9,-2.671,205.4
224,-3.276,186.9
229.4,-3.342,186.1
231.9,-3.797,90.76
220.8,-3.577,198.4
223.3,-3.522,164.1
221,-3.488,143.1
218.9,-3.904,74.67
222.1,-3.893,141.8
219.3,-2.986,216.2
227.2,-3.297,166.3
224.7,-2.794,161.1
223.1,-3.025,142.5
222.4,-3.164,126.9
222.5,-3.621,114.1
219,-2.779,141.9
223,-3.765,116.3
232.5,-2.101,147
217.8,-2.831,152.6
223.9,-4.251,123.9
226.9,-3.437,162.6
223.8,-2.761,168.1
221.5,-4.088,134.8
219.7,-3.168,219.6
216.7,-2.62,150.3
219.4,-2.363,211.4
222.2,-2.443,151.7
223.4,-4.12,178.9
219.2,-3.58,170.9
218.7,-2.959,154.3
227.1,-3.098,133.9
211.8,-3.316,121.4
223.9,-3.04,192.2
217.5,-2.638,183.1
224.2,-3.173,111.6
214.5,-3.793,113.3
216.6,-3.217,190.5
220.5,-3.477,156.6
214.2,-2.897,172.3
223.7,-3.045,180.3
220.1,-3.722,115.5
224.5,-3.629,149.1
225.9,-3.065,88.34
222.8,-4.073,168.7
222.2,-3.024,119.4
222.2,-3.45,182.6
226.1,-3.325,178.6
221,-3.214,147.9
221.3,-3.152,172.9
221.3,-3.465,128.2
219.1,-3.338,132.2
213,-3.523,183.3
219.6,-3.072,129.6
216.1,-3.824,111.9
216.6,-2.93,194.3
216.5,-2.302,235.2
228.2,-3.495,113.8
220.2,-2.805,173.9
216.6,-3.101,165.6
229.5,-5.016,157.6
219.1,-2.765,167.3
218.7,-2.367,129.3
228.9,-3.128,183.9
221.4,-2.824,136.1
226,-2.944,181.2
214.5,-2.595,162.7
226,-3.355,176.1
219.6,-3.111,168.1
215.5,-3.267,186.3
222.5,-3.746,166.1
217.7,-3.015,177.5
215.3,-3.623,97.89
224.4,-3.38,156.6
214,-3.424,180.8
211.8,-3.128,120.8
222.8,-3.43,129.5
224.9,-2.828,221.9
226.4,-2.503,148.1
219.7,-3.379,175
221,-3.562,142.3
223.9,-3.433,175.5
224.9,-3.151,109.9
204,-2.945,173.2
218.1,-3.602,182.1
219.9,-2.877,173.6
223.2,-3.284,141
224.5,-3.316,129.5
220.1,-3.652,230.1
218.1,-4.217,153.8
218.4,-2.885,183.5
210.8,-2.977,152.8
218.3,-2.438,147.6
229.2,-3.824,150.1
211.9,-3.017,173.3
222.5,-3.626,155.5
219.9,-2.852,136.1
220.9,-2.973,155.7
228.3,-3.34,203.2
214,-3.386,189.2
220,-4.273,124.1
219.2,-3.562,110.1
220.8,-4.006,174.5
220.4,-3.523,173.3
223,-2.908,190.9
227.9,-3.121,160.3
226.6,-3.046,186
213.2,-2.527,171.1
221.7,-2.851,146.2
212.3,-2.997,108.3
222.2,-2.18,144.1
222,-2.597,180
225.9,-4.251,118.8
230,-2.302,254.1
236.4,-2.716,210.6
220.1,-2.847,154.2
219.9,-3.034,215.9
226.2,-2.756,124.3
222.9,-4.151,161.5
223.8,-3.84,126.7
224.4,-3.364,186
211.3,-2.764,206.7
219.9,-3.348,168.3
213.6,-3.766,131.8
227.1,-4.263,156.6
223,-2.917,187.6
217,-3.028,170.1
223.8,-2.287,173.7
212.5,-2.955,184.2
216.2,-2.999,180.1
226.3,-2.889,121
211.2,-3.478,182.6
216.1,-3.43,91.96
216.2,-3.195,140.5
215.7,-3.086,182.1
224.5,-3.077,144.7
217,-3.09,153.8
218,-3.494,129.3
221.8,-4.031,128.5
212.9,-3.834,46.5
226.7,-2.223,238.3
216,-4.544,82.29
228.7,-3.516,152.2
226.8,-2.665,178.7
218.1,-3.441,135.8
228.1,-2.919,199.1
223.2,-3.17,145.7
222.9,-2.875,122.9
215.9,-3.231,113.3
221.3,-3.415,161.3
228.4,-2.33,189.4
221.9,-3.697,182.7
219.8,-3.412,186.4
219.6,-3.24,157.7
227.8,-3.027,155.4
232.7,-1.775,177.1
228.1,-4.35,217.4
220.4,-4.598,143.3
215.8,-4.611,122.3
217.8,-3.94,174.9
214.3,-2.856,156.4
215.8,-4.174,124.3
220.3,-2.937,180.6
224.7,-2.934,133.8
229.7,-3.22,166
214.8,-3.939,129.7
227,-3.686,138.3
222.4,-3.961,107.3
227.3,-3.259,179.6
224.8,-3.122,176.6
228.1,-3.491,134.6
219.3,-3.486,136.8
228.2,-3.268,163.3
220.5,-3.757,177.2
223.5,-3.601,154.9
214.4,-3.306,158.1
225.2,-3.209,185
209.3,-3.611,107.2
221.2,-2.578,153.4
220.1,-3.487,158.7
216.2,-3.195,162.2
223.5,-2.619,174.8
223.4,-3.034,169.5
218.1,-2.941,187.6
220.1,-3.692,159.1
215.2,-2.923,144.2
215.7,-2.652,99.7
221.5,-2.449,123.2
221.2,-3.007,161.7
225,-3.199,159.2
222.6,-4.208,143.3
218.6,-2.957,151.5
217.6,-3.165,131.1
222.5,-3.494,150.5
224.2,-4.376,134.5
222.2,-4.109,144.1
215.3,-3.747,127.6
215.1,-4.39,104
210,-3.434,129.8
218.8,-3.382,174.5
220.7,-2.856,165.6
229.4,-3.666,193.5
222.2,-4.192,131.2
228.1,-2.726,107.4
222.2,-3.237,157.3
223.6,-3.112,108.7
229.7,-4.159,138.7
213.4,-2.794,153.7
221.8,-2.942,164.2
218,-3.597,137.1
217,-3.788,187.2
220.1,-2.579,131.4
219.7,-2.583,141.5
217.6,-3.792,149
221.6,-2.842,162.8
220.9,-3.765,148.7
214.9,-3.255,152.2
217.1,-2.692,157.1
224.4,-4.132,116.1
220.4,-3.555,162.6
223.7,-2.829,228.8
217,-3.785,119.2
221.4,-2.573,173.8
209.8,-3.193,127
215.7,-3.51,90.21
215.2,-3.184,122.4
223.1,-3.145,118.2
212,-3.422,131.9
216.2,-3.183,155.3
226.8,-3.691,168
220.9,-2.819,194.7
223.3,-3.314,161.6
220.8,-3.638,109.2
218.7,-3.467,201
233.8,-3.681,160.2
215.5,-2.194,224.1
236.8,-4.052,113.1
225.9,-3.239,169.2
222.3,-3.256,222
223.7,-3.919,115.3
218.6,-4.024,126.2
219.8,-2.675,207.6
228.5,-3.473,178.3
226.8,-3.204,164.3
214.1,-3.32,209.9
217.1,-3.362,143.1
220.5,-3.638,172.5
222.9,-4.049,216.4
216.6,-3.717,166.3
228.9,-2.964,199.4
225.5,-2.907,213.4
224.7,-3.422,130.7
216.2,-3.339,113.7
220.2,-2.706,159.2
221.2,-3.418,140.4
226,-3.883,174.1
225,-3.371,151.7
212.2,-3.16,157.9
221.1,-3.542,163.5
221.1,-3.012,157.7
220.5,-2.738,168.4
224.8,-3.335,165
221.7,-3.309,145.6
221.4,-3.869,142.8
224.5,-3.937,129.1
228.7,-4.108,184.5
226.9,-2.477,167.7
224.7,-2.338,149.2
225.2,-3.394,178.7
221.9,-2.656,141.4
221.8,-3.637,165.9
221.3,-3.461,181.6
219.3,-3.232,145.3
214.6,-3.046,153.5
220.9,-2.595,164.6
223,-2.874,68.27
216.9,-3.242,145.6
221.3,-3.652,159.5
216.7,-3.61,121.6
227.5,-2.855,173.7
223.3,-2.92,179.9
224.4,-3.192,147.8
222.3,-2.71,185.7
223.3,-3.023,142.3
221.9,-3.346,122.4
218.6,-3.332,150.5
216,-2.685,176.4
224.6,-3.288,116.2
230.2,-3.93,202.1
225.9,-3.049,236
225,-4.584,121.6
218.2,-3.489,174.8
221.7,-3.858,167.1
221,-3.539,168.4
222.9,-3.976,178.6
215.1,-3.739,104.3
223.1,-3.52,183.7
215.5,-2.848,164.5
211.9,-2.033,104.3
216.8,-3.522,167.7
224.5,-3.292,145.7
222.6,-3.291,153
219.8,-3.798,146.5
222.7,-2.499,142.7
224.5,-3.211,153.2
217.2,-3.193,213.7
224.4,-3.553,148.8
220.9,-3.731,111.3
216.1,-2.669,143.1
230,-2.857,183.2
215.5,-3.286,105.8
223,-3.581,117
219.5,-3.086,155.9
219.3,-3.615,129.8
217.2,-3.068,179.9
221.7,-3.933,126.3
225.9,-3.117,152.8
229.5,-3.489,183.4
223.2,-3.787,123.7
224.3,-3.506,156.5
227.6,-3.389,181.5
219.2,-3.717,69.26
218.1,-2.856,178.2
221.5,-2.749,189.7
236.5,-3.146,115
226.5,-4.169,133.2
224.9,-2.672,148.9
226.1,-3.674,196.9
218.2,-3.354,176.1
213.7,-3.072,157.1
214.3,-2.772,230.1
223.1,-3.471,189
227.4,-3.206,150.4
219.3,-3.061,118.7
222.6,-2.992,130
223.5,-2.462,177.3
221.8,-3.976,150.4
218.2,-3.593,151.3
229.4,-2.846,197.8
222.4,-4.366,174.2
231.2,-2.693,191.3
224.7,-3.643,149.5
214.9,-3.542,204.5
220.7,-2.729,179.4
229.4,-2.457,192.3
217.3,-3.029,184.2
222,-3.602,155.4
219.2,-2.001,160.6
218.1,-2.19,146.2
215.1,-2.657,147.7
219.6,-2.682,138.2
212.1,-4.029,145.2
219.3,-4.059,209.4
219.1,-3.144,175
218,-3.079,182.9
213.5,-2.632,166.1
216.6,-4.316,68.43
226.4,-2.702,170.3
217.1,-3.083,177.9
220.6,-3.404,177.7
218.1,-3.336,161.8
228.6,-3.888,163.1
217.6,-3.16,134.4
213.4,-3.641,122.8
230,-4.878,155.9
228.4,-3.852,151.9
213.9,-3.07,169.5
218.9,-3.883,133.7
223.9,-3.015,175.1
213.5,-2.727,172.6
216.9,-2.921,159.4
226,-3.258,126.1
221,-3.401,165.3
215.3,-3.907,122.7
224.6,-3.243,110.8
223.4,-3.148,211.7
216.8,-2.583,224.7
226.1,-3.778,142.5
225.6,-3.573,164.9
215.8,-3.19,128
228.4,-3.148,113.6
216.2,-2.948,155
224.3,-3.633,136.5
220.3,-3.366,180.6
226.8,-2.935,193.3
222.8,-3.167,170.8
221.8,-3.129,171.7
223.5,-2.739,198.6
213.8,-2.568,180.7
223.1,-2.898,143.3
218.3,-3.275,133.9
217,-3.948,151.5
223.2,-3.529,105.4
216.7,-4.02,154.1
221.8,-3.403,173.3
217.6,-3.736,126.7
221,-3.483,52.99
220.8,-2.077,139.6
222.7,-3.422,188.1
212.7,-2.312,170.3
218.4,-3.502,140.9
226.9,-4.178,180
223.5,-5.497,108.1
221.4,-2.711,154.5
222.2,-3.542,114.3
219.6,-2.993,140.1
223.9,-3.252,172.7
220.6,-3.26,144.4
215,-3.943,144.6
223,-3.708,160.1
228.1,-3.906,105.4
221.2,-3.241,201.7
217.1,-3.44,95.94
216.4,-3.506,123.7
241.2,-3.394,159.4
219.6,-4.073,151
223.6,-2.423,175.8
222,-2.441,191.8
224.7,-3.687,170.1
224.8,-2.71,129.6
217.3,-2.048,197.3
221.3,-2.668,202.7
229.8,-3.066,161.7
214.8,-2.623,205.2
226.1,-3.665,157.4
229.6,-2.735,165.5
223.3,-3.137,126.3
225.5,-2.846,102.2
224.6,-4.053,169.2
220.4,-3.261,152.3
226.6,-3.591,145.5
224.2,-2.909,186.3
214.6,-2.942,213
216.5,-3.923,169.1
220.9,-3.017,136.1
223.4,-3.57,228
220.5,-3.37,178.6
222.2,-1.707,180.1
230.1,-3.643,206.9
212.9,-2.804,172.4
231.9,-3.455,93.22
217.3,-3.635,138.9
209.1,-2.331,218.7
228.3,-3.283,181.9
223.7,-3.201,152.4
222.7,-3.62,185
209.9,-3.98,115.6
214.9,-3.687,121.1
219.1,-4.285,120.2
227.5,-3.032,138.3
223.6,-2.231,196.3
223.2,-3.689,143.5
219.4,-3.904,172.5
225.9,-2.957,141.7
215.5,-4.027,111.9
213.9,-2.903,209.2
229.6,-3.71,191.2
216.8,-2.955,192.6
227.3,-3.554,184.2
219.3,-3.283,121
226.7,-3.754,159
212.8,-2.732,87.16
219.2,-4.767,118.2
222.2,-3.365,154
218.2,-3.214,159.3
207.1,-2.578,121.9
225.4,-3.239,167.3
221.3,-3.116,189.9
219.4,-3.491,148.5
219.6,-4.017,131
224.4,-3.412,126.9
217.9,-4.074,128.6
225.8,-3.739,159.7
217.2,-2.383,140.5
219.3,-3.031,222.9
224.4,-3.916,169.2
214.1,-3.367,197.7
211.7,-3.072,165.6
226.6,-3.806,177.1
214.3,-2.81,150.6
220.2,-3.086,169.8
220.6,-3.406,146.2
221.7,-3.443,159.9
224.3,-3.655,160.5
225.7,-3.791,121.7
222.4,-4.56,100.5
224.2,-2.656,171
223.6,-3.887,150.1
223.5,-3.463,151.2
225,-4.159,170.9
220.7,-3.523,151.1
224.5,-2.99,199.5
226.6,-3.302,184.4
224.2,-3.435,121.4
225.8,-3.843,233.3
215.4,-2.95,173.8
220.9,-3.47,126.4
223.7,-3.523,96.54
218.2,-2.977,172.9
206.9,-2.876,206.6
218.7,-3.343,165.7
212.5,-3.009,163.9
225.7,-2.882,211.9
224.5,-3.814,123.4
205.1,-3.601,139.3
228.1,-3.701,145.5
225.1,-3.141,169.6
216.8,-3.857,117.8
220.5,-3.37,186.7
224.3,-2.779,154.4
217.4,-4.442,160
221.5,-2.345,189.1
225.5,-3.125,136.7
214.1,-3.576,150.6
222.8,-3.248,166.2
233.3,-2.39,127
214.6,-2.653,175.1
222.2,-3.41,162.6
221.3,-3.136,160.1
213.2,-3.921,185.6
223.1,-2.956,210.2
