beta0,beta1,yp
223,-4.162,109.8
220.3,-3.379,137.6
225.3,-3.138,164.5
225.9,-2.923,153.6
215.7,-3.501,136.7
227.8,-3.508,112.5
218.4,-2.401,198.4
231.6,-3.127,175
223.7,-3.13,88.68
213.7,-3.228,224.3
223.4,-2.137,192
215.7,-2.536,153.5
232.6,-3.055,194.2
220.2,-3.15,130.8
224.5,-5.09,137.3
213,-2.696,173.3
217.2,-3.368,232.7
216.6,-4.054,105
218.9,-3.742,121.3
222.3,-3.532,128.3
219.9,-3.789,168.3
217.1,-2.643,187.4
214.5,-2.768,188.6
224.7,-3.68,140.2
226.9,-2.305,157
226.1,-3.713,106.7
218.2,-2.957,143.9
218.2,-3.251,142.7
214.6,-4.035,121.6
218.3,-4.438,133.9
219.9,-3.607,122.8
230,-3.883,162.4
221.8,-3.402,175.4
230.4,-2.793,168.2
216.4,-2.587,243.8
217.4,-1.963,152.4
217.9,-4.019,111.2
220.8,-3.314,203.1
223.3,-3.471,137.2
222.1,-3.393,134.8
224.7,-3.373,174.2
225.5,-2.556,161.7
221.8,-3.226,182.9
222.6,-2.584,207.1
223.9,-3.922,134
216.2,-3.716,85.34
214.1,-3.282,193.4
224.5,-3.575,182
222.7,-3.825,173.7
212.9,-3.777,150.3
225.5,-2.921,120.5
225,-2.263,190.7
215.9,-2.633,247.3
217.8,-3.106,158.9
226.9,-3.571,187
219.7,-3.603,167.6
223.9,-3.166,176
215.2,-2.863,183.4
225,-2.937,155.9
220.2,-4.193,115.8
225.7,-2.157,147.4
225.9,-3.732,145.6
225.1,-3.192,178.8
222.5,-3.871,137.9
219,-2.858,202.8
218.8,-3.373,155.8
217.2,-3.113,173.6
230.8,-3.888,170.9
217.7,-2.799,194.6
222,-2.407,211.4
222.9,-4.109,124.3
218.9,-2.078,154.1
222.6,-3.83,135.7
224.5,-3.999,183.6
220.4,-3.147,122.4
224.6,-3.166,146.5
219.8,-3.724,180
220.3,-3.07,169.5
229.4,-4.598,200.5
209.5,-4.151,148.9
219.8,-3.501,110.2
222.9,-2.458,184
226.9,-3.609,162.1
216.1,-3.053,182.2
213.4,-1.838,106.3
226.8,-3.592,185.2
221.3,-4.055,182.7
215.7,-3.779,105.7
229.7,-3.743,169.1
231,-3.709,144.8
225,-3.218,171.6
224.2,-3.045,183.3
218.6,-2.741,125.4
216.7,-3.158,153.9
232.6,-2.843,147.3
218.9,-2.537,149.9
228,-3.581,165.5
224.8,-3.37,158.1
225,-3.029,176
226,-4.376,103.3
223.5,-3.662,167.3
217.5,-3.867,117.8
225.5,-3.654,140.5
225.6,-3.261,159
220.5,-3.676,187.1
214.6,-2.891,205.4
226.9,-3.2,154.9
227.8,-2.843,105.9
225.5,-3.491,160.9
225.3,-3.209,89.63
216.8,-4.445,131.7
220.4,-3.257,231.8
226.7,-3.341,166.8
215.1,-2.999,170.5
225,-3.334,147.9
221.7,-3.675,183.9
221.1,-2.97,147.5
225.6,-3.165,170.9
226.8,-3.092,162.4
212.3,-3.312,130.5
230.6,-2.804,175.5
223.2,-2.436,192.4
214.8,-2.61,188.8
219.2,-3.028,145.3
212.7,-3.142,162.1
210.7,-2.937,187
225.3,-2.47,218.1
227.1,-4.144,153.4
219.3,-3.95,143.8
223,-3.024,161.7
223.5,-3.512,142.1
225.6,-2.506,189
228.6,-2.333,163.6
228.4,-2.761,171.1
220.1,-3.432,154.4
214,-3.379,135
216,-3.261,175.9
223.5,-2.596,133.3
217.2,-2.874,164.9
215.8,-3.163,152.5
223.9,-2.957,174.2
217.2,-3.173,143
218.5,-2.663,194.5
223.9,-2.731,194.7
220.4,-3.899,158.1
221.8,-2.726,191.8
225.3,-4.189,108.2
223.2,-2.501,191.5
224.6,-4.114,170.1
211.5,-4.162,135.7
221.4,-3.036,118.6
220.8,-2.684,201.2
221.3,-3.407,100.2
228.4,-3.689,172.2
220.2,-3.712,131.3
225.3,-3.035,174.5
229.1,-4.349,133.4
218.9,-3.845,157.7
219.4,-3.782,154.4
220.9,-2.577,158.7
219.6,-2.371,153
229.4,-3.649,172.5
224,-2.984,138.2
211.1,-3.378,166.3
221.2,-3.47,156.5
220.5,-3.149,231.8
223,-4.539,142.5
218.5,-3.391,153.6
224.6,-2.176,139.6
218.1,-3.275,124.4
217.9,-3.926,199.8
217,-2.658,178.9
223.6,-3.363,190.3
218.8,-3.458,167.7
226.1,-3.703,125.9
227.5,-2.216,229.4
221.8,-2.835,145
221.1,-3.512,195.4
226.8,-2.817,161.2
222.9,-3.592,189.2
217.8,-2.815,170.5
219.9,-2.65,194
224.6,-3.306,91.71
221.4,-2.951,210.6
215,-2.466,115.6
214.7,-3.176,206.8
224,-3.406,131.8
217.4,-3.703,144.3
222,-2.876,161.2
219,-2.799,157
214.2,-3.755,147.4
218.2,-3.343,185.9
219.1,-2.734,214.3
216.8,-3.542,152.1
208.6,-3.343,163.8
222.4,-3,185.9
224,-2.977,132.8
218.1,-3.692,142.1
223.7,-2.979,148.8
219.5,-3.317,131.7
215.4,-3.275,123.4
224,-3.267,174.5
221.2,-2.992,129.6
208,-3.381,66.18
218.8,-1.725,191.1
209.6,-2.404,146.8
219.6,-2.638,196.7
223.3,-3.778,185.5
221.8,-3.854,124.6
225.8,-2.569,121.9
224,-3.77,140.4
222.6,-3.139,131.8
221.5,-3.144,142.3
211.7,-3.444,194.2
215.4,-3.226,126
223.3,-3.695,171.5
219.7,-3.342,172.8
224,-3.393,161.9
212.7,-4.043,142.1
225.2,-3.456,160
216.5,-3.787,136.1
220.8,-3.057,159.4
217.7,-2.017,201.9
219.7,-3.437,175.6
237.1,-3.241,195.3
219.8,-3.009,163.6
221.7,-2.805,127
217.4,-2.81,155.7
227.9,-2.972,211.7
215.8,-2.794,145.3
221.2,-3.999,151.5
226.3,-3.078,158.6
219,-3.752,103.7
218.7,-3.575,168.5
221.2,-2.944,124.5
236.2,-3.932,141
225.1,-2.92,179.1
221.3,-3.67,191.2
219.1,-3.294,154
226.1,-2.639,147.7
224.6,-2.531,188.3
226.5,-2.952,109.1
224.3,-3.414,148.2
221,-3.638,94.77
221,-3.288,152.3
219.2,-2.698,124.9
218.4,-3.431,185.5
221.6,-3.53,138.5
217.4,-3.449,164.6
223.4,-4.663,96.4
224.9,-3.824,151.3
216.8,-3.249,182.7
224.5,-2.989,160.7
211.6,-3.324,145.6
220.5,-2.182,235.3
220.5,-3.63,65.21
219.9,-3.642,176.5
222.5,-2.525,226.2
211.9,-3.316,144.5
220.1,-3.657,171.8
223.8,-4.185,143.8
223.6,-2.585,91.33
226.7,-2.745,186.3
215.6,-3.074,146.6
218.6,-2.699,199.6
224.1,-3.502,84.28
222.3,-3.459,110.3
222.5,-4.098,188.3
217.3,-3.407,138.7
216.7,-3.321,113.6
221.6,-3.486,189
225.6,-3.672,235.5
224.6,-3.341,205.9
237.3,-3.336,184.6
218.6,-3.874,131.2
223.4,-3.696,133.5
216.8,-3.898,99.9
222.5,-3.597,148.8
220.2,-3.923,189.1
226.8,-3.621,173.4
223.9,-3.768,145.4
227,-3.36,180
217,-3.59,187.3
224,-2.68,219.1
231.2,-2.952,124.9
222.1,-3.055,124.5
223.1,-3.484,163.7
221,-3.348,105.3
216.5,-3.06,156.5
220.7,-2.535,167.8
223.1,-3.332,109.8
217.8,-3.729,151.9
212.5,-3.462,195.9
216.9,-4.719,152.9
224,-3.438,185.8
220.8,-3.983,138.2
219.6,-3.866,128.6
219.6,-2.95,153.2
223.5,-4.17,93.89
230.6,-3.631,132.6
224,-3.495,150.2
223.5,-3.522,144.9
212.1,-3.485,137
213.9,-2.375,115.9
217.7,-3.089,203.6
223.6,-4.1,112.6
225.8,-3.573,190.3
222,-3.632,186.5
219,-3.404,151.6
224.3,-3.503,222.2
211.2,-3.092,162.7
213.2,-2.468,138.1
226.9,-1.897,162.3
219.8,-4.311,120.3
226.6,-3.174,182
226.9,-3.167,140
223.9,-3.165,155.6
221.6,-3.144,128.1
220,-2.951,192.5
223.4,-3.872,149.5
228,-2.285,160.2
228.8,-2.897,176.5
227,-2.75,121.9
221,-3.116,202.1
232.3,-2.377,200.5
229.6,-2.935,248.4
218.8,-3.462,147.9
214.6,-3.262,152.9
227.2,-2.047,186.3
226.6,-3.512,130.3
209.1,-4.101,137.7
222.4,-3.418,141.2
216.1,-3.57,123.5
208.6,-4.056,120.6
220.3,-3.231,135.9
223.5,-3.366,144.8
221.2,-3.41,143
225.7,-2.682,177.5
218.5,-3.426,100.6
219.7,-3.274,146.9
222.3,-2.94,159.7
224,-3.07,155.5
218.9,-4.264,89.59
226.1,-3.43,130.4
223,-2.925,128.9
230,-2.63,162.7
218.8,-3.113,168.8
224.6,-2.373,177.9
223.5,-1.982,165.5
221,-4.095,105.6
213.6,-4.189,175.7
220.4,-2.274,183
225.2,-3.541,116.3
229.5,-3.551,208.5
217.7,-2.286,165.6
217.1,-3.566,190.6
223.5,-3.213,166.7
223.9,-2.925,183
214.8,-3.967,94.07
238.3,-3.185,140.9
222.1,-3.275,180.4
228.5,-2.901,218.9
222.7,-3.179,168.8
218.8,-2.836,166.3
222.8,-3.425,184.2
220.9,-4,192.8
222.6,-3.212,134.6
225.1,-2.796,161.8
219.5,-3.525,144.3
222.8,-3.668,99.63
223.5,-3.184,169.6
226.2,-3.537,201.3
228.2,-3.465,152.4
223.8,-3.155,161.7
221,-2.829,147.1
221.3,-3.724,141.1
215.9,-2.875,157.7
229.3,-3.668,220.4
221.3,-2.747,157.9
220.7,-2.807,223
218.4,-3.41,191.5
223.5,-3.324,146.5
223.7,-3.05,156.2
220.2,-2.541,203.3
223.4,-3.345,73.64
222.6,-4.107,149.7
224.6,-2.469,197.7
215,-3.686,195.9
215.4,-3.395,181.9
220,-2.754,187.5
226.7,-3.602,155.3
223.1,-3.44,162.2
216.2,-4.718,117.7
228.4,-3.722,208.2
206.2,-3.497,158.5
215.6,-3.303,195.9
221.7,-2.421,205.8
217.9,-2.619,205.1
216.1,-2.93,152.7
230.5,-4.671,113.3
222.9,-3.712,149
217.3,-3.114,176.6
227.6,-2.962,154.9
220.3,-3.18,153.5
219.4,-3.273,192.2
220.7,-3.019,120
223.6,-2.903,199.4
223.5,-3.029,173.2
218.8,-2.635,170.8
209.4,-4.011,131.8
215.4,-2.659,178.1
223.6,-4.046,150.8
221.1,-3.3,131.7
214.4,-3.608,145.4
216.6,-3.515,60.65
226.1,-2.426,152.1
220.9,-2.839,172
218.6,-4.002,117.9
218.5,-3.077,125.7
228.4,-3.715,127.9
207.7,-2.941,160.4
225.6,-4.292,111.9
214.8,-2.859,157.1
220.1,-2.408,218
220.3,-3.725,96.66
221.9,-3.319,190.7
218.9,-3.117,132.3
212.8,-2.774,215.1
231.3,-3.394,154.5
224.2,-2.895,152.9
223,-2.973,173.5
219.9,-2.742,197.4
224,-2.732,206.3
229.3,-3.99,158.4
223.5,-3.295,187.5
217.5,-2.919,147.1
217.7,-3.639,176.2
224.4,-3.107,140.6
216,-3.586,115.9
208.7,-3.2,182.1
222.5,-3.411,92.1
222.6,-3.71,153.7
227.6,-2.68,244.5
221.2,-2.48,144.7
215.1,-3.329,180.9
225,-2.848,135
221.3,-3.009,164.4
220.6,-3.061,194.8
224.6,-4.043,161.5
220,-3.462,136.2
210.4,-3.764,150.8
228.7,-2.787,200.2
221.2,-3.317,141.6
214.3,-3.504,152.6
219.7,-3.401,109.3
218.3,-3.208,149.1
224.8,-2.644,199.8
225.7,-2.134,220.4
225.6,-2.683,179.2
217.1,-3.565,151.2
220.2,-2.958,132
204.1,-2.815,180.6
225.7,-3.517,149.6
224,-3.003,191.8
219.4,-2.427,170.1
217,-3.145,164.5
218.1,-2.768,172.8
219,-3.128,181.3
230.5,-3.21,175.1
209.6,-3.543,134.1
220.8,-3.029,177.4
218.3,-4.03,142.7
225,-2.858,169.3
218.5,-3.777,167.8
218.2,-3.918,132.3
224.7,-3.281,189.2
219.3,-2.823,134.9
223.1,-2.548,224
222.4,-3.42,147.4
223,-3.316,159.8
216.4,-3.811,141.3
233.3,-2.834,200.1
207.7,-2.98,141.5
229.6,-3.381,247.9
216.9,-3.603,160.6
217.4,-3.813,94.87
221.4,-3.759,179.3
216.4,-3.423,140.2
219.7,-3.501,160.4
220.8,-2.635,191.5
216.4,-3.492,192.2
218.4,-3.062,188
219.5,-3.23,159.3
216.5,-3.269,121.5
225.7,-4.015,119.4
222.4,-1.257,203
219.2,-2.699,146.7
221.8,-2.339,189.6
224.6,-3.948,151.3
230.3,-3.32,221.6
220.8,-4.661,129.1
212.8,-4.475,98.49
224,-3.297,165.5
229.1,-2.788,153
232.1,-3.178,122.5
220.1,-3.323,159.1
217.6,-3.626,172
219.8,-3.329,145.1
220.2,-4.061,171.8
225.4,-3.757,179
223.5,-3.132,167.5
229.4,-3.416,134.4
223.4,-4.112,99.03
219.8,-2.927,146.8
215.6,-2.691,133.3
224.5,-2.28,202
226,-2.992,260.4
210.8,-3.17,256.8
220.9,-3.033,160.6
221.1,-3.646,154.8
220.2,-3.199,135.8
220.2,-3.052,154.1
221.7,-2.887,173.2
210.8,-4.008,94.26
223.1,-2.066,203.1
226,-4.114,191.6
226,-2.814,159.1
216.6,-3.342,166.2
214.8,-3.199,175.3
223.9,-2.835,131.9
217.8,-3.78,120.3
223.4,-4.055,159.9
217.2,-3.518,82.83
219.2,-3.719,153.4
218.2,-3.046,182.4
225.6,-3.54,110.2
216.6,-3.424,177.6
218.2,-2.757,138.7
210.5,-3.622,128.6
223.8,-3.877,122.3
226.4,-4.328,141.7
213.9,-3.629,192.3
221.9,-3.664,143.9
226.5,-2.554,139.3
226.8,-3.103,136.2
227.1,-3.505,177.4
219.4,-3.43,198.7
221.1,-3.487,155.7
221.4,-2.951,157.6
225.4,-3.943,129.6
226.1,-4.324,160.7
223.4,-3.234,126.4
220.5,-3.712,149.9
219.7,-3.25,178.2
222.3,-2.828,142.1
226.1,-3.979,186.5
223.9,-2.253,177.6
236.7,-3.472,112.2
217,-3.21,95.71
230.7,-3.834,103.6
217.4,-2.38,143.3
213,-3.217,124.3
217.9,-3.39,186.7
221,-2.721,199.7
223.8,-2.915,200.8
222.2,-3.592,104.7
221.7,-2.526,188.6
215.6,-3.184,166.3
226.9,-3.003,227.6
213.5,-3.206,143.2
220.5,-3.036,165.7
225.3,-3.482,135.9
223.2,-4.165,150
217.4,-3.856,122.2
219.2,-2.565,163.5
223.9,-3.772,142.5
219.3,-3.854,101.9
225.1,-3.921,131.3
221.6,-2.994,157.3
225.2,-2.795,204.8
221.9,-2.996,210.2
225.2,-3.356,221.3
224.8,-3.788,160.9
218.5,-3.371,139.7
225.4,-3.499,117.7
225.1,-2.824,91.6
223.8,-3.607,155.1
223.6,-2.25,200.1
223.5,-3.226,148.4
221.2,-4.411,106.6
225.8,-3.525,105.3
220.2,-2.802,168.9
217.4,-2.667,132.9
221,-3.734,104.9
220,-3.672,150
217.9,-2.881,111.1
220.9,-3.036,183.9
226.6,-2.498,195.1
217.9,-2.685,136.6
220.2,-3.599,150.3
216.9,-3.699,97.29
233,-3.143,124.5
229.6,-3.371,223.4
216.3,-3.637,125.2
220,-3.009,156.9
217.5,-3.014,149.5
223.2,-3.421,188.8
221.2,-3.229,150.9
223.5,-3.716,165.1
217.7,-3.653,115.4
224,-3.377,166.4
216.8,-2.502,155.3
215.8,-3.167,160.9
227.9,-3.997,130.9
216.9,-3.296,123.4
220.8,-2.808,177.7
226.7,-3.017,152.1
217.2,-2.179,178.9
214.5,-3.278,122.5
224.8,-3.709,141
218.9,-3.356,153.9
225.5,-3.371,169.1
218.8,-3.673,164.9
231,-4.427,93
219.8,-2.062,288
219.2,-2.743,180.7
217.6,-2.737,165.1
217.7,-3.55,115.3
222.6,-3.477,155.4
218.7,-3.108,115.7
215.8,-2.932,120.4
229.9,-3.438,161.2
221.3,-3.257,171.9
222.6,-3.723,213.2
216.1,-3.491,184.7
228.3,-4.33,163.1
223.6,-3.598,215.7
215.1,-3.303,168.1
227.3,-3.197,169.1
225.1,-3.633,101.9
219.1,-3.248,153.2
224.5,-2.814,114.5
222.9,-2.915,134.8
236,-3.94,160.4
221.2,-3.187,169
218.7,-2.86,207.9
216.2,-3.867,174.4
223,-1.885,206.7
220.5,-3.663,83.55
223.8,-3.251,142.3
224.8,-3.535,147.6
220.7,-3.594,113.3
224.4,-2.783,164.2
223.8,-3.195,203.5
223.2,-3.37,161.1
217.1,-3.191,138.7
221.7,-2.928,184.5
223.2,-3.731,149.8
221.7,-2.84,206
217.2,-3.368,130.4
220,-3.031,162.9
222.7,-2.623,158.5
224.2,-3.577,171.9
222.2,-3.421,151.6
225.6,-3.189,160
227.3,-1.986,176.7
218.2,-2.727,144.7
220.8,-3.034,199.3
230.9,-3.448,174.9
222.3,-3.307,153.8
221.8,-2.749,214.6
231.4,-3.268,161.8
217,-2.175,192.5
218.4,-3.203,115.6
217.5,-3.573,122.6
217.4,-2.176,181.8
216.1,-2.563,158.6
221,-4.038,154.3
216,-3.723,140.1
221,-2.543,231.2
216,-3.059,150.3
218.6,-3.561,138.6
220,-3.307,147.7
224.3,-2.63,117.1
209.4,-4.043,92.46
223.4,-2.583,223.8
220.4,-3.61,179.4
216.7,-3.28,140.8
217,-3.136,146.8
222.8,-3.458,168.7
222.9,-2.894,202.6
216.1,-3.732,87
213.3,-2.929,181.5
218.6,-3.14,151.4
212.5,-2.691,193
224.3,-3.061,152.7
223.5,-3.554,161.5
219.8,-2.528,171.2
214.3,-2.944,199.1
220.3,-3.445,177.3
229.1,-3.266,180.6
230.9,-3.049,245.7
224.2,-4.284,143.4
220.8,-4.594,144.4
228.9,-4.02,153.7
226.7,-3.222,168
219,-3.714,126.8
213.5,-4.038,93.09
216.1,-4.496,74.32
216.7,-2.888,212.2
213.3,-3.354,172.7
212.7,-2.589,165.5
209.3,-2.931,169.6
224.5,-2.704,222.7
224.7,-3.296,151.7
218.4,-3.556,111.8
223.8,-2.829,124.6
222.3,-3.668,141.8
222,-3.121,132.4
224.9,-3.34,161.7
214.7,-2.271,177.9
220.8,-2.475,142.8
217.4,-3.198,147.7
224.1,-3.561,125.3
225.4,-2.482,158.1
221.1,-2.924,172.7
216.8,-3.853,127.9
220,-3.353,167.4
224.5,-3.504,147
218.8,-3.7,145.5
219.7,-2.809,170.5
218.4,-3.816,132.8
225.1,-3.424,141.2
220.4,-3.161,128.7
228.2,-3.184,132.9
221.9,-3.464,171.3
223.7,-3.243,157.8
219.9,-3.652,165
220.5,-2.965,174
224.2,-3.195,182.5
219.5,-3.897,124.9
217.4,-4.092,174
221.6,-3.432,193
219.8,-4.254,128.1
225.6,-2.934,163.9
226,-3.327,185
223.9,-2.737,130.9
227.5,-3.284,147.3
230.8,-3.264,193.8
217.5,-2.926,211.3
224.9,-3.468,132.1
222.2,-4.21,138.9
227,-3.01,177.1
217.5,-2.869,170.2
223.9,-3.062,169.7
220.2,-3.234,118.9
227.6,-2.259,165.1
227.5,-2.939,163.9
224.7,-3.144,199.1
216.5,-3.29,173.9
219.8,-3.918,116
222.4,-3.079,165.5
225,-2.706,162.4
212.2,-3.461,128.5
234.3,-3.198,142.6
230.5,-3.032,166
226.7,-2.961,136.6
224.5,-2.9,186.2
218.9,-3.475,181.1
222.7,-2.944,153.4
223.6,-3.142,168.5
218,-3.725,194.6
222,-2.762,126.8
216.9,-2.655,120
219.1,-2.569,202.7
224.8,-2.655,153.4
227.1,-4.243,142
219.5,-3.842,123.7
217.2,-3.2,138.9
219.5,-4.194,174.7
221.2,-3.548,138.8
213.6,-2.714,136.3
223.6,-3.277,134.7
214.2,-4.153,104.9
217,-3.63,154
216,-3.094,169.9
228.2,-3.545,130.5
224.6,-2.76,183
227.5,-3.392,138.8
217.7,-3.48,128.9
228.9,-2.597,187.5
219.7,-3.527,181
220.4,-3.032,159.2
232.7,-2.929,141.4
219.1,-2.604,168
219.4,-2.22,157.8
219.4,-3.405,180.3
224.3,-2.229,162.1
225.6,-3.576,169.8
231.4,-2.991,186.2
216.5,-3.751,157.1
220.3,-2.73,153.6
233.9,-3.082,190.6
218.9,-3.55,124.6
216.5,-3.526,169.8
218.4,-3.364,114
223.5,-4.43,109.2
222.8,-3.488,123.8
233.4,-3.429,203.8
208.6,-2.769,152.2
223,-3.11,156.5
222.1,-3.947,115.6
207.8,-5.048,69.35
219.5,-3.001,197.6
226.3,-3.361,185.4
217.3,-3.005,147.3
212,-4.172,108.6
223.3,-3.501,160.3
225.4,-2.649,213.8
230.1,-3.586,160.2
215.6,-2.626,176.4
229,-3.553,166.5
215,-2.418,190.3
227.8,-2.389,207
215.8,-3.356,153.2
217.7,-3.83,133.7
226.4,-3.248,180.8
226.5,-3.11,189.7
228.9,-2.462,210.9
215.4,-4.035,133.3
223.6,-3.231,127.2
220.3,-3.701,170.5
218,-3.188,141.2
222.5,-2.818,136.7
218.3,-3.011,120.6
212,-3.861,146.1
228.2,-2.628,194.7
231.1,-2.633,222.1
212.8,-4.498,161.8
223.2,-3.279,167.3
208,-3.681,88.84
224.8,-3.607,158
221,-3.315,154.6
213.4,-3.097,86.43
211.3,-3.759,147.2
224.5,-2.701,156.4
222.7,-3.257,145
226.7,-2.982,225.6
222.2,-3.083,153.3
211.6,-3.432,141.6
219.1,-2.828,140.4
211.1,-3.144,158.5
226.1,-3.334,114.2
228,-3.334,177.6
219.9,-3.381,156.9
219.5,-3.188,160.3
221.7,-2.632,184
217.3,-4.921,120
226.7,-3.749,223.8
219.6,-2.576,142.5
222.7,-3.009,155.3
222.8,-2.452,188.2
217.8,-3.338,172
224.5,-2.861,201.5
217.7,-2.374,156.1
216.5,-2.027,151.2
220,-5.055,223.9
232.1,-2.601,193.5
212.1,-2.763,117
234.5,-3.543,149.1
222.4,-2.465,111.9
217.6,-2.716,112
210.6,-2.902,115.8
219.5,-5.169,95.17
218,-3.249,188
221.3,-3.179,141.9
226.8,-2.323,153.5
214.6,-2.928,144.3
213.6,-2.968,160.8
221.4,-3.339,163.6
224.1,-3.979,133.7
217.7,-2.929,125.4
219,-3.024,194.8
213.8,-3.033,193.4
223.5,-3.374,225.1
221.2,-3.447,156.8
221,-3.096,166
212.9,-2.733,156.8
219.6,-3.873,204.4
221.9,-3.694,152.4
214.2,-3.962,142.5
230,-3.729,138.2
211.1,-4.062,102.2
222.2,-2.913,162.3
218.5,-3.431,180.7
227.1,-3.408,178.3
231.5,-2.23,234.8
221.4,-2.751,200.2
224.2,-3.309,167.5
214.7,-3.051,157.9
217.7,-3.709,113.1
218.1,-3.113,192.2
221.6,-3.61,132.2
223.6,-3.498,214.3
220.9,-3.883,121.1
227,-2.022,293.7
216.5,-3.397,161
214,-3.374,205
223.4,-2.716,208.2
219.4,-4.24,133.5
217.5,-3.037,136.3
224,-2.674,150
222.4,-2.647,222.4
216.1,-3.744,134.1
217.6,-3.603,136.8
221.5,-3.276,127.8
222.3,-2.395,129.7
232.1,-3.576,119.9
226.6,-3.015,192.9
222.9,-2.974,144.3
223.3,-4.28,157.3
215.6,-2.492,164.3
225.3,-3.912,99.38
222.6,-3.673,154.6
225.8,-3.133,158.6
218.9,-2.963,173.6
214,-2.963,163.9
226.2,-4.438,32.25
230.8,-2.848,189.1
228.1,-3.974,126.8
221.1,-2.839,177.9
223.3,-4.19,156.8
222,-3.833,153.4
222.8,-3.505,130.1
222,-3.033,173.5
215.8,-3.223,120
227.1,-4.027,155
226.6,-3.756,224.9
233.1,-3.948,140.1
225,-3.731,172.5
228.9,-2.983,100.8
225.9,-3.632,131.9
220.7,-3.1,177.6
219.2,-3.066,163.2
220.6,-3.071,208.5
218,-2.993,178.6
224.3,-3.227,186.5
221.6,-2.969,135.1
228,-3.157,141.6
212.9,-4.182,69.36
221.7,-3.257,93.71
220.1,-2.876,144.5
227.1,-3.901,164.5
223.9,-3.662,176.6
219.1,-3.432,113.8
230,-2.779,161.4
212.9,-3.888,172.5
219.5,-2.998,158.9
217.6,-3.368,169.5
221.2,-3.073,139.5
214.8,-3.057,171.6
221.1,-3.289,152.7
215.9,-3.859,67.01
221.7,-3.501,127.8
215.7,-2.85,160.1
224.2,-3.379,128.2
220.2,-2.925,202.8
226.5,-3.314,208.5
212.6,-3.896,158.8
227.5,-2.414,202.6
214.4,-3.19,114
221,-3.54,136.1
216.1,-3.949,148.4
219,-2.834,153.2
225.2,-3.48,154
214.6,-2.729,97.76
212.2,-2.688,118.9
217,-4.218,178.4
216.9,-2.858,113.7
220.5,-2.901,192.8
222.8,-3.774,142.4
219.5,-4.23,147.9
207.4,-2.526,135.9
220.8,-3.276,224.2
218.1,-3.181,198.7
217.5,-3.128,129.2
221.8,-3.805,141.1
210.9,-4.085,117.2
218.7,-3.278,245.1
213.8,-3.703,215.9
221.6,-3.403,114.8
212,-3.735,77.55
224.6,-3.345,123.6
223.7,-3.066,168.7
232.2,-4.141,140.5
226.8,-3.446,160.8
225.3,-3.434,161.5
220.7,-3.615,138.9
223.8,-3.447,173
212,-3.343,153.3
225.3,-2.727,179.5
231.1,-2.632,178.8
219.2,-2.681,147.3
225.1,-2.976,175.1
223,-3.295,184.7
223.4,-3.482,120.7
221.5,-2.327,96.55
220.3,-3.088,162.6
221.9,-4.139,148.3
222.4,-3.219,187
228.4,-2.783,207.6
213.3,-2.515,122.4
229.3,-2.353,162.9
216.1,-3.516,131.7
216.8,-3.134,144.6
221.6,-3.534,134.7
216.7,-3.2,151.2
222,-2.526,219.9
228,-4.179,115.7
218.7,-2.643,176.3
236.7,-3.319,133.1
219.3,-3.156,86.87
225.6,-3.281,216.7
219.7,-3.352,195.2
225,-3.004,158.1
223.7,-3.013,174.7
217.2,-3.217,145.2
223.2,-2.098,156.2
231.4,-3.537,153.1
207.9,-2.19,163.6
223.7,-4.595,101.3
215.7,-2.434,165.2
217.2,-3.222,200.1
226,-4.36,136.5
211.7,-3.782,157
220.5,-2.661,186.9
223.4,-3.14,199.2
220.7,-4.588,114
223.3,-3.742,144.8
215.4,-3.945,126.6
221.2,-3.608,160.9
225.6,-3.526,119
228.6,-3.125,134.8
222.5,-4.057,148.7
222.5,-2.75,187.3
221.4,-4.079,102.5
213.3,-3.894,99.6
209.3,-4.461,141.4
218.6,-2.909,111.4
224.4,-3.718,141
217.9,-3.675,85.91
217.4,-2.831,144.4
218.3,-3.505,116.8
222.3,-3.382,169.4
223.7,-3.783,135.1
215.6,-4.005,133.2
223.8,-3.347,142.5
221,-2.604,214.4
223.6,-3.027,169
220.9,-3.426,143.2
219.6,-3.045,197.5
213.2,-2.123,162.2
215.6,-3.245,163.8
221.2,-3.246,179.9
225.6,-3.197,150.6
227.1,-3.726,189
227.6,-3.883,147.7
212.1,-3.405,144.8
211.7,-3.377,164.3
214,-3.37,224.9
226.3,-3.78,151.9
218.8,-3.005,163.9
233.3,-2.843,167.3
233,-2.711,169.2
222.8,-3.198,161.3
223.3,-3.189,179.2
232.6,-3.19,140.6
220.1,-3.897,129.1
229.4,-3.689,145
221.5,-2.335,143.9
215.1,-3.697,183.5
223,-4.741,92.81
221.8,-3.097,192
212.3,-2.321,138
226.3,-3.44,168.3
219.8,-3.413,171.3
225.6,-3.19,164.5
222.5,-2.846,172.3
218.8,-3.292,111.6
219.4,-3.987,147.5
215.2,-2.514,179.1
219.5,-3.501,149.3
222.7,-3.305,149.7
223.5,-2.819,165.4
218.4,-2.069,155.4
216.9,-3.089,181.6
213.6,-2.806,186.5
233.3,-3.566,114.3
222,-3.006,212.7
219.2,-3.264,133.8
224.4,-4.08,181.9
225.8,-3.945,113.9
224.4,-3.376,158.9
216.5,-3.736,126.7
217.5,-3.035,174.9
220.3,-3.084,68.54
224.6,-2.865,155.1
219.4,-3.839,179.6
214.1,-3.504,192.8
227.4,-3.572,137.2
214.3,-2.121,183.2
215.8,-3.967,99.23
